Survived,Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
0,0.6375,0.0,0.16666666666666666,0.11980421963065935,True,False,False,False,True,True,False,False
1,0.2,0.0,0.0,0.015094396337354966,False,False,True,True,False,False,True,False
0,0.375,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,True
0,,0.0,0.0,0.016908073949327893,False,False,True,False,True,False,False,True
0,,1.0,0.3333333333333333,0.13575255909676823,False,False,True,False,True,False,False,True
0,0.55,0.0,0.16666666666666666,0.031425107138144774,False,False,True,False,True,False,False,True
1,0.5,0.0,0.0,0.030741952635141623,False,True,False,True,False,False,False,True
0,0.325,0.0,0.0,0.015175789316712771,False,False,True,False,True,False,False,True
0,0.2125,0.0,0.0,0.016908073949327893,False,False,True,False,True,False,False,True
0,0.0125,0.5,0.16666666666666666,0.07746484096553544,False,False,True,False,True,False,False,True
1,0.1125,0.0,0.3333333333333333,0.04006213192611313,False,False,True,False,True,False,False,True
1,,0.0,0.16666666666666666,0.10735285047192313,True,False,False,True,False,False,False,True
0,0.5625,0.125,0.6666666666666666,0.05445717323939373,False,False,True,True,False,False,False,True
0,,0.0,0.0,0.050602229972447406,True,False,False,False,True,False,False,True
0,0.35,0.0,0.0,0.11027245763075773,False,False,True,False,True,False,False,True
0,0.7625,0.0,0.0,0.06538764528744409,True,False,False,False,True,False,False,True
0,0.05,0.5,0.16666666666666666,0.056848213999904744,False,False,True,False,True,False,True,False
1,0.0125,0.125,0.16666666666666666,0.021730754366528396,False,False,True,True,False,False,False,True
0,0.2625,0.0,0.0,0.015468569817999833,False,False,True,False,True,False,False,True
0,0.7,0.0,0.0,0.05991421140938287,True,False,False,False,True,True,False,False
0,0.225,0.125,0.16666666666666666,0.015330377421392339,False,False,True,False,True,False,False,True
0,,0.375,0.16666666666666666,0.04970768794751499,False,False,True,False,True,False,False,True
0,0.625,0.0,0.0,0.05604306762136532,True,False,False,True,False,True,False,False
0,0.375,0.0,0.0,0.025374310111545468,False,True,False,False,True,False,False,True
0,0.45,0.0,0.0,0.0,False,False,True,False,True,False,False,True
0,,1.0,0.3333333333333333,0.13575255909676823,False,False,True,True,False,False,False,True
0,,0.0,0.0,0.02937564362913533,False,True,False,False,True,True,False,False
0,0.1125,0.5,0.3333333333333333,0.061264319894317944,False,False,True,False,True,False,False,True
1,0.0125,0.25,0.16666666666666666,0.0761229303346364,False,True,False,False,True,False,False,True
1,0.05,0.0,0.3333333333333333,0.04298993693898376,False,False,True,True,False,False,False,True
0,,0.0,0.0,0.09759350042902103,True,False,False,False,True,False,False,True
1,,0.125,0.0,0.030253985132996517,False,False,True,True,False,False,True,False
1,0.5625,0.0,0.0,0.051822148727810165,True,False,False,False,True,False,False,True
0,0.5,0.125,0.16666666666666666,0.030253985132996517,False,False,True,False,True,False,True,False
0,0.45,0.0,0.0,0.015411575213749284,False,False,True,False,True,False,False,True
1,0.4,0.0,0.0,0.025374310111545468,False,True,False,True,False,False,False,True
0,0.2375,0.0,0.0,0.025374310111545468,False,True,False,False,True,False,False,True
1,0.2375,0.125,0.0,0.015330377421392339,False,False,True,True,False,False,False,True
1,0.0375,0.125,0.16666666666666666,0.050748620223090936,False,True,False,False,True,False,False,True
1,0.55,0.0,0.0,0.05410739813385612,True,False,False,True,False,True,False,False
1,0.725,0.0,0.0,0.2859895551532101,True,False,False,True,False,True,False,False
0,,0.0,0.0,0.015126992566498259,False,False,True,False,True,False,True,False
0,0.525,0.0,0.16666666666666666,0.01640390592611157,False,False,True,False,True,False,False,True
1,,0.0,0.0,0.015126992566498259,False,False,True,True,False,False,True,False
0,0.3,0.0,0.0,0.025374310111545468,False,True,False,True,False,False,False,True
0,0.35,0.0,0.0,0.018542765081513996,False,False,True,False,True,False,False,True
0,,1.0,0.3333333333333333,0.13575255909676823,False,False,True,False,True,False,False,True
0,0.425,0.0,0.0,0.012678957201736696,False,False,True,False,True,False,False,True
0,0.56875,0.0,0.0,0.014102260811993537,False,False,True,False,True,True,False,False
1,0.225,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,True
0,0.025,0.0,0.16666666666666666,0.02042143996477265,False,False,True,True,False,False,False,True
0,0.4,0.125,0.0,0.030937139635999665,False,False,True,False,True,False,False,True
1,0.325,0.0,0.0,0.036670757786204655,False,False,True,False,True,True,False,False
1,0.2,0.0,0.0,0.015126992566498259,False,False,True,True,False,False,True,False
1,0.5,0.0,0.0,0.060507970265993034,True,False,False,False,True,True,False,False
0,0.3,0.0,0.0,0.013760683560491965,False,False,True,False,True,False,False,True
1,0.4375,0.0,0.0,0.04098927018018883,False,True,False,True,False,False,False,True
0,0.275,0.0,0.0,0.014151057562208049,False,False,True,False,True,False,False,True
0,0.375,0.0,0.0,0.025374310111545468,False,True,False,False,True,False,False,True
0,,0.125,0.0,0.015126992566498259,False,False,True,False,True,False,True,False
1,0.3875,0.125,0.0,0.22109807522194713,True,False,False,True,False,True,False,False
1,0.3375,0.0,0.0,0.015468569817999833,False,False,True,True,False,False,False,True
0,0.525,0.125,0.0,0.05270049023167135,False,True,False,False,True,False,False,True
1,0.4,0.0,0.0,0.14891148113361488,True,False,False,True,False,True,False,False
0,0.375,0.0,0.0,0.020494635090094415,False,True,False,False,True,False,False,True
1,0.2,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,True
0,0.3375,0.0,0.0,0.025374310111545468,False,True,False,False,True,False,False,True
0,0.6375,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,True
0,,0.0,0.0,0.015411575213749284,False,False,True,False,True,False,False,True
1,0.475,0.125,0.0,0.17566830077223786,True,False,False,False,True,False,False,True
0,0.275,0.0,0.0,0.01824998458022693,False,False,True,False,True,False,False,True
1,0.2375,0.0,0.0,0.020494635090094415,False,True,False,False,True,False,False,True
0,0.25625,0.0,0.0,0.014151057562208049,False,False,True,False,True,False,False,True
0,0.225,0.0,0.0,0.025374310111545468,False,True,False,False,True,False,False,True
0,,0.375,0.16666666666666666,0.04970768794751499,False,False,True,True,False,False,False,True
1,0.4375,0.125,0.0,0.16293234896625058,True,False,False,True,False,False,False,True
0,0.3625,0.0,0.0,0.015175789316712771,False,False,True,False,True,False,False,True
0,0.7375,0.0,0.0,0.026350245115835676,False,True,False,False,True,False,False,True
1,0.0625,0.5,0.3333333333333333,0.061264319894317944,False,False,True,True,False,False,False,True
0,0.3,0.0,0.0,0.020494635090094415,False,True,False,False,True,False,False,True
0,,0.0,0.0,0.014736618564782174,False,False,True,True,False,False,False,True
0,0.55,0.125,0.0,0.050748620223090936,False,True,False,False,True,False,False,True
1,0.1,0.0,0.3333333333333333,0.05123658772523604,False,True,False,True,False,False,False,True
0,0.2375,0.0,0.0,0.020494635090094415,False,True,False,False,True,False,False,True
0,0.4125,0.0,0.0,0.023959204355324663,False,True,False,False,True,False,False,True
0,,0.125,0.0,0.028212719478023115,False,False,True,True,False,True,False,False
1,,0.125,0.0,0.030253985132996517,False,False,True,True,False,False,True,False
0,0.3625,0.0,0.0,0.020494635090094415,False,True,False,False,True,False,False,True
0,0.275,0.0,0.0,0.013907073811135496,False,False,True,False,True,False,False,True
0,0.375,0.0,0.0,0.014102260811993537,False,False,True,False,True,True,False,False
0,0.55,0.25,0.0,0.17566830077223786,True,False,False,False,True,False,True,False
0,0.3125,0.0,0.0,0.015175789316712771,False,False,True,True,False,False,False,True
1,0.3,0.0,0.3333333333333333,0.028302115124416098,False,True,False,True,False,False,False,True
1,0.4625,0.125,0.16666666666666666,0.10257896680493714,True,False,False,False,True,False,False,True
0,0.675,0.125,0.0,0.050748620223090936,False,True,False,False,True,False,False,True
0,,0.0,0.0,0.014151057562208049,False,False,True,False,True,False,False,True
0,0.3625,0.125,0.16666666666666666,0.02042143996477265,False,False,True,True,False,False,False,True
0,0.775,0.0,0.0,0.051822148727810165,True,False,False,False,True,False,False,True
0,0.375,0.125,0.0,0.031425107138144774,False,False,True,False,True,False,False,True
0,0.5125,0.0,0.3333333333333333,0.039452172548431745,False,False,True,True,False,False,False,True
1,0.3625,0.0,0.3333333333333333,0.029757819776815374,False,False,True,True,False,True,False,False
1,,0.0,0.0,0.15458810467956932,True,False,False,True,False,True,False,False
1,0.375,0.0,0.0,0.16883675574220638,True,False,False,True,False,False,False,True
1,0.4375,0.0,0.0,1.0,True,False,False,True,False,True,False,False
1,0.625,0.0,0.16666666666666666,0.050748620223090936,False,True,False,True,False,False,False,True
0,,0.0,0.0,0.015126992566498259,False,False,True,False,True,False,True,False
1,0.0375,0.5,0.3333333333333333,0.061264319894317944,False,False,True,False,True,False,False,True
0,0.65,0.125,0.16666666666666666,0.1554664461834305,True,False,False,False,True,False,False,True
0,0.5,0.0,0.0,0.0,True,False,False,False,True,False,False,True
0,,0.0,0.0,0.015126992566498259,False,False,True,True,False,False,True,False
0,0.45,0.0,0.0,0.020494635090094415,False,True,False,False,True,False,False,True
0,0.2,0.5,0.16666666666666666,0.07746484096553544,False,False,True,False,True,False,False,True
1,0.3125,0.125,0.0,0.015175789316712771,False,False,True,False,True,False,False,True
1,0.725,0.0,0.16666666666666666,0.2995388511917728,True,False,False,True,False,False,False,True
1,0.4375,0.0,0.0,0.2647385704347907,True,False,False,True,False,False,False,True
0,,0.0,0.0,0.060507970265993034,True,False,False,False,True,False,False,True
1,0.3125,0.0,0.0,0.0,False,False,True,False,True,False,False,True
1,0.5125,0.0,0.16666666666666666,0.0380614651673182,False,True,False,True,False,False,False,True
0,0.4625,0.0,0.16666666666666666,0.057970539254838485,True,False,False,False,True,True,False,False
1,,0.0,0.0,0.015126992566498259,False,False,True,True,False,False,True,False
1,0.7875,0.125,0.0,0.15216446768991498,True,False,False,True,False,False,False,True
0,0.5625,0.0,0.0,0.015126992566498259,False,False,True,True,False,False,False,True
0,,0.0,0.0,0.0,False,True,False,False,True,False,False,True
0,0.0875,0.5,0.16666666666666666,0.056848213999904744,False,False,True,False,True,False,True,False
1,0.4375,0.125,0.16666666666666666,0.03952536767375352,False,False,True,True,False,False,False,True
0,0.8125,0.0,0.0,0.015126992566498259,False,False,True,False,True,False,True,False
0,0.35,0.0,0.0,0.015330377421392339,False,False,True,False,True,False,False,True
0,0.2,0.0,0.0,0.018542765081513996,False,False,True,False,True,False,False,True
1,0.2375,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,True
0,,0.0,0.0,0.050748620223090936,True,False,False,False,True,False,False,True
0,0.4125,0.0,0.0,0.016908073949327893,False,False,True,False,True,True,False,False
1,0.375,0.0,0.0,0.018542765081513996,False,False,True,False,True,False,False,True
0,0.275,0.0,0.0,0.015411575213749284,False,False,True,False,True,False,False,True
1,0.525,0.0,0.0,0.025374310111545468,False,True,False,False,True,False,False,True
1,0.275,0.0,0.0,0.015126992566498259,False,False,True,True,False,False,True,False
1,0.325,0.0,0.0,0.15390495017656614,True,False,False,True,False,False,False,True
1,0.2375,0.125,0.0,0.17777475888549785,True,False,False,True,False,True,False,False
0,0.45,0.0,0.0,0.025130326360472913,False,True,False,False,True,True,False,False
0,0.3,0.0,0.0,0.01727404957593672,False,False,True,True,False,False,False,True
0,0.3,0.0,0.0,0.015411575213749284,False,False,True,False,True,False,False,True
0,,0.0,0.0,0.05410739813385612,True,False,False,False,True,True,False,False
0,0.29375,0.0,0.0,0.014110458666029575,False,False,True,False,True,True,False,False
0,0.025,0.125,0.3333333333333333,0.29580589980036276,True,False,False,True,False,False,False,True
1,,0.0,0.0,0.05953203526170282,True,False,False,False,True,False,False,True
1,0.625,0.0,0.16666666666666666,0.4831284260198326,True,False,False,True,False,True,False,False
1,,0.0,0.0,0.015126992566498259,False,False,True,True,False,False,True,False
1,,0.25,0.0,0.04538097769949478,False,False,True,False,True,False,True,False
0,0.2375,0.0,0.0,0.0,False,False,True,False,True,False,False,True
1,,0.0,0.0,0.024105594605968193,False,True,False,True,False,False,True,False
0,,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,True
1,0.0115,0.125,0.3333333333333333,0.29580589980036276,True,False,False,False,True,False,False,True
1,,0.0,0.0,0.21642978772242535,True,False,False,True,False,True,False,False
1,0.2125,0.125,0.0,0.2125586439344078,True,False,False,True,False,True,False,False
0,0.375,0.125,0.0,0.04684488020593009,False,True,False,False,True,True,False,False
1,0.375,0.0,0.0,0.11111839809247648,True,False,False,True,False,True,False,False
1,0.3,0.0,0.0,0.16231419173453318,True,False,False,True,False,True,False,False
1,0.225,0.25,0.3333333333333333,0.5121218935012878,True,False,False,True,False,True,False,False
0,0.325,0.125,0.16666666666666666,0.050748620223090936,False,True,False,True,False,False,False,True
0,0.35,0.0,0.0,0.015411575213749284,False,False,True,False,True,False,False,True
0,0.5375,0.125,0.16666666666666666,0.05123658772523604,False,True,False,False,True,False,False,True
1,0.325,0.0,0.0,0.015330377421392339,False,False,True,True,False,False,False,True
1,0.3,0.125,0.0,0.050748620223090936,False,True,False,True,False,False,False,True
0,0.675,0.0,0.0,0.027326180120125887,False,True,False,False,True,False,False,True
1,0.3875,0.0,0.3333333333333333,0.32179836714362564,True,False,False,True,False,False,False,True
1,0.5,0.125,0.16666666666666666,0.2625265161540666,True,False,False,True,False,True,False,False
0,0.275,0.0,0.0,0.014151057562208049,False,False,True,False,True,False,False,True
0,0.3375,0.0,0.0,0.015411575213749284,False,False,True,False,True,False,False,True
1,0.375,0.0,0.0,0.024105594605968193,False,True,False,True,False,False,True,False
1,0.275,0.125,0.16666666666666666,0.056604230248832196,False,True,False,True,False,False,False,True
0,,1.0,0.3333333333333333,0.13575255909676823,False,False,True,False,True,False,False,True
1,0.45,0.0,0.0,0.2647385704347907,True,False,False,True,False,True,False,False
0,0.7625,0.0,0.0,0.012174789178520372,False,False,True,False,True,False,False,True
1,0.45,0.0,0.0,0.025374310111545468,False,True,False,True,False,False,False,True
1,0.3875,0.125,0.16666666666666666,0.04006213192611313,False,False,True,True,False,False,False,True
1,0.2,0.0,0.16666666666666666,0.11316786160148591,True,False,False,True,False,True,False,False
1,,0.25,0.0,0.04538097769949478,False,False,True,True,False,False,True,False
0,0.56875,0.0,0.0,0.055628295244541985,True,False,False,False,True,False,False,True
0,0.475,0.0,0.16666666666666666,0.2995388511917728,True,False,False,False,True,False,False,True
0,0.2,0.25,0.0,0.03513366015444757,False,False,True,False,True,False,False,True
1,,0.125,0.0,0.2608674266467732,True,False,False,True,False,False,False,True
0,,0.0,0.0,0.015411575213749284,False,False,True,False,True,False,False,True
0,0.3625,0.125,0.0,0.12999454257145598,True,False,False,False,True,False,False,True
1,0.5125,0.0,0.0,0.2625265161540666,True,False,False,True,False,True,False,False
1,0.5625,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,True
0,0.5625,0.0,0.0,0.06929138530460492,True,False,False,False,True,False,False,True
1,0.025,0.125,0.16666666666666666,0.050748620223090936,False,True,False,False,True,False,False,True
1,0.3,0.375,0.3333333333333333,0.5133418122566505,True,False,False,True,False,False,False,True
0,0.35,0.0,0.0,0.025374310111545468,False,True,False,False,True,False,False,True
0,0.3125,0.0,0.0,0.025374310111545468,False,True,False,False,True,False,False,True
0,0.45,0.0,0.0,0.025374310111545468,False,True,False,False,True,False,False,True
1,0.3,0.0,0.0,0.025374310111545468,False,True,False,True,False,False,False,True
